run_key,experiment,case_id,scenario_group,explicitness,condition,planner_name,repeat_index,success,error,memory_retrieval_precision,memory_retrieval_recall,preference_match,task_coverage,executable_plan,skill_chain_correct,conflict_selection_correct,latency_ms,model,system_fingerprint,prompt_hash,response_id,prompt_tokens,completion_tokens
learning-04-style_only:robustness:clean:layered_memory:0,robustness,learning-04-style_only,learning,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11654199999999726,,,,,0,0
learning-04-item_only:robustness:clean:layered_memory:0,robustness,learning-04-item_only,learning,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14662500000001133,,,,,0,0
learning-04-implicit:robustness:clean:layered_memory:0,robustness,learning-04-implicit,learning,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1281250000000067,,,,,0,0
learning-05-full:robustness:clean:layered_memory:0,robustness,learning-05-full,learning,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11466700000001273,,,,,0,0
learning-05-style_only:robustness:clean:layered_memory:0,robustness,learning-05-style_only,learning,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11700000000000599,,,,,0,0
learning-05-item_only:robustness:clean:layered_memory:0,robustness,learning-05-item_only,learning,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12695800000001034,,,,,0,0
learning-05-implicit:robustness:clean:layered_memory:0,robustness,learning-05-implicit,learning,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12795899999998306,,,,,0,0
learning-06-full:robustness:clean:layered_memory:0,robustness,learning-06-full,learning,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12266699999999298,,,,,0,0
learning-06-style_only:robustness:clean:layered_memory:0,robustness,learning-06-style_only,learning,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12495899999998006,,,,,0,0
learning-06-item_only:robustness:clean:layered_memory:0,robustness,learning-06-item_only,learning,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12233400000000172,,,,,0,0
learning-06-implicit:robustness:clean:layered_memory:0,robustness,learning-06-implicit,learning,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12708399999999953,,,,,0,0
family_education-01-full:robustness:clean:layered_memory:0,robustness,family_education-01-full,family_education,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12345799999999296,,,,,0,0
family_education-01-style_only:robustness:clean:layered_memory:0,robustness,family_education-01-style_only,family_education,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13620799999999877,,,,,0,0
family_education-01-item_only:robustness:clean:layered_memory:0,robustness,family_education-01-item_only,family_education,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12841599999999231,,,,,0,0
family_education-01-implicit:robustness:clean:layered_memory:0,robustness,family_education-01-implicit,family_education,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13774999999999205,,,,,0,0
family_education-02-full:robustness:clean:layered_memory:0,robustness,family_education-02-full,family_education,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12100000000000999,,,,,0,0
family_education-02-style_only:robustness:clean:layered_memory:0,robustness,family_education-02-style_only,family_education,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12708300000000006,,,,,0,0
family_education-02-item_only:robustness:clean:layered_memory:0,robustness,family_education-02-item_only,family_education,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11891599999999669,,,,,0,0
family_education-02-implicit:robustness:clean:layered_memory:0,robustness,family_education-02-implicit,family_education,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12754200000000826,,,,,0,0
family_education-03-full:robustness:clean:layered_memory:0,robustness,family_education-03-full,family_education,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1150829999999603,,,,,0,0
family_education-03-style_only:robustness:clean:layered_memory:0,robustness,family_education-03-style_only,family_education,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12195900000000481,,,,,0,0
family_education-03-item_only:robustness:clean:layered_memory:0,robustness,family_education-03-item_only,family_education,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12187499999999352,,,,,0,0
family_education-03-implicit:robustness:clean:layered_memory:0,robustness,family_education-03-implicit,family_education,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1250829999999703,,,,,0,0
family_education-04-full:robustness:clean:layered_memory:0,robustness,family_education-04-full,family_education,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11433399999999372,,,,,0,0
family_education-04-style_only:robustness:clean:layered_memory:0,robustness,family_education-04-style_only,family_education,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11495799999999834,,,,,0,0
family_education-04-item_only:robustness:clean:layered_memory:0,robustness,family_education-04-item_only,family_education,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13333300000001325,,,,,0,0
family_education-04-implicit:robustness:clean:layered_memory:0,robustness,family_education-04-implicit,family_education,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.15583399999996583,,,,,0,0
family_education-05-full:robustness:clean:layered_memory:0,robustness,family_education-05-full,family_education,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.17170799999999264,,,,,0,0
family_education-05-style_only:robustness:clean:layered_memory:0,robustness,family_education-05-style_only,family_education,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.125209000000015,,,,,0,0
family_education-05-item_only:robustness:clean:layered_memory:0,robustness,family_education-05-item_only,family_education,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12787499999999952,,,,,0,0
family_education-05-implicit:robustness:clean:layered_memory:0,robustness,family_education-05-implicit,family_education,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11891600000002445,,,,,0,0
family_education-06-full:robustness:clean:layered_memory:0,robustness,family_education-06-full,family_education,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.120333000000028,,,,,0,0
family_education-06-style_only:robustness:clean:layered_memory:0,robustness,family_education-06-style_only,family_education,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12166600000002026,,,,,0,0
family_education-06-item_only:robustness:clean:layered_memory:0,robustness,family_education-06-item_only,family_education,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1147079999999634,,,,,0,0
family_education-06-implicit:robustness:clean:layered_memory:0,robustness,family_education-06-implicit,family_education,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1195419999999725,,,,,0,0
home_service-01-full:robustness:clean:layered_memory:0,robustness,home_service-01-full,home_service,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.18129199999999956,,,,,0,0
home_service-01-style_only:robustness:clean:layered_memory:0,robustness,home_service-01-style_only,home_service,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1270829999999723,,,,,0,0
home_service-01-item_only:robustness:clean:layered_memory:0,robustness,home_service-01-item_only,home_service,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1246659999999955,,,,,0,0
home_service-01-implicit:robustness:clean:layered_memory:0,robustness,home_service-01-implicit,home_service,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1227500000000048,,,,,0,0
home_service-02-full:robustness:clean:layered_memory:0,robustness,home_service-02-full,home_service,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1251669999999816,,,,,0,0
home_service-02-style_only:robustness:clean:layered_memory:0,robustness,home_service-02-style_only,home_service,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14174999999999605,,,,,0,0
home_service-02-item_only:robustness:clean:layered_memory:0,robustness,home_service-02-item_only,home_service,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13395799999998959,,,,,0,0
home_service-02-implicit:robustness:clean:layered_memory:0,robustness,home_service-02-implicit,home_service,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12766599999997075,,,,,0,0
home_service-03-full:robustness:clean:layered_memory:0,robustness,home_service-03-full,home_service,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13216700000001635,,,,,0,0
home_service-03-style_only:robustness:clean:layered_memory:0,robustness,home_service-03-style_only,home_service,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13437499999996438,,,,,0,0
home_service-03-item_only:robustness:clean:layered_memory:0,robustness,home_service-03-item_only,home_service,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1284169999999918,,,,,0,0
home_service-03-implicit:robustness:clean:layered_memory:0,robustness,home_service-03-implicit,home_service,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13158299999999068,,,,,0,0
home_service-04-full:robustness:clean:layered_memory:0,robustness,home_service-04-full,home_service,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1310829999999763,,,,,0,0
home_service-04-style_only:robustness:clean:layered_memory:0,robustness,home_service-04-style_only,home_service,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12758299999998668,,,,,0,0
home_service-04-item_only:robustness:clean:layered_memory:0,robustness,home_service-04-item_only,home_service,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12566599999996875,,,,,0,0
home_service-04-implicit:robustness:clean:layered_memory:0,robustness,home_service-04-implicit,home_service,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13020800000002053,,,,,0,0
home_service-05-full:robustness:clean:layered_memory:0,robustness,home_service-05-full,home_service,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13483300000000087,,,,,0,0
home_service-05-style_only:robustness:clean:layered_memory:0,robustness,home_service-05-style_only,home_service,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12916600000001388,,,,,0,0
home_service-05-item_only:robustness:clean:layered_memory:0,robustness,home_service-05-item_only,home_service,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12779200000001545,,,,,0,0
home_service-05-implicit:robustness:clean:layered_memory:0,robustness,home_service-05-implicit,home_service,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13245899999997368,,,,,0,0
home_service-06-full:robustness:clean:layered_memory:0,robustness,home_service-06-full,home_service,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13104199999997013,,,,,0,0
home_service-06-style_only:robustness:clean:layered_memory:0,robustness,home_service-06-style_only,home_service,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12495800000000834,,,,,0,0
home_service-06-item_only:robustness:clean:layered_memory:0,robustness,home_service-06-item_only,home_service,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13187500000000352,,,,,0,0
home_service-06-implicit:robustness:clean:layered_memory:0,robustness,home_service-06-implicit,home_service,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12783300000002162,,,,,0,0
learning-01-full:robustness:irrelevant_noise:layered_memory:0,robustness,learning-01-full,learning,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14420800000003453,,,,,0,0
learning-01-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,learning-01-style_only,learning,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.16529199999998356,,,,,0,0
learning-01-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,learning-01-item_only,learning,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1674580000000092,,,,,0,0
learning-01-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,learning-01-implicit,learning,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1367500000000188,,,,,0,0
learning-02-full:robustness:irrelevant_noise:layered_memory:0,robustness,learning-02-full,learning,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12641599999996256,,,,,0,0
learning-02-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,learning-02-style_only,learning,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13270900000000863,,,,,0,0
learning-02-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,learning-02-item_only,learning,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12762500000002008,,,,,0,0
learning-02-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,learning-02-implicit,learning,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1307500000000128,,,,,0,0
learning-03-full:robustness:irrelevant_noise:layered_memory:0,robustness,learning-03-full,learning,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12258399999998115,,,,,0,0
learning-03-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,learning-03-style_only,learning,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12554100000000679,,,,,0,0
learning-03-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,learning-03-item_only,learning,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12841600000002007,,,,,0,0
learning-03-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,learning-03-implicit,learning,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14199999999997548,,,,,0,0
learning-04-full:robustness:irrelevant_noise:layered_memory:0,robustness,learning-04-full,learning,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12291700000000017,,,,,0,0
learning-04-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,learning-04-style_only,learning,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12383400000004485,,,,,0,0
learning-04-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,learning-04-item_only,learning,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12187499999999352,,,,,0,0
learning-04-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,learning-04-implicit,learning,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12437499999995438,,,,,0,0
learning-05-full:robustness:irrelevant_noise:layered_memory:0,robustness,learning-05-full,learning,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12366699999999398,,,,,0,0
learning-05-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,learning-05-style_only,learning,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11999999999995348,,,,,0,0
learning-05-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,learning-05-item_only,learning,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12420800000001453,,,,,0,0
learning-05-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,learning-05-implicit,learning,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12441600000001607,,,,,0,0
learning-06-full:robustness:irrelevant_noise:layered_memory:0,robustness,learning-06-full,learning,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12241699999998579,,,,,0,0
learning-06-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,learning-06-style_only,learning,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12425000000004793,,,,,0,0
learning-06-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,learning-06-item_only,learning,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1207500000000028,,,,,0,0
learning-06-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,learning-06-implicit,learning,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13083299999999687,,,,,0,0
family_education-01-full:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-01-full,family_education,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12325000000001918,,,,,0,0
family_education-01-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-01-style_only,family_education,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12529199999999907,,,,,0,0
family_education-01-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-01-item_only,family_education,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12370800000000015,,,,,0,0
family_education-01-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-01-implicit,family_education,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12220899999998425,,,,,0,0
family_education-02-full:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-02-full,family_education,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11937499999997714,,,,,0,0
family_education-02-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-02-style_only,family_education,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.15099999999995672,,,,,0,0
family_education-02-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-02-item_only,family_education,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1439579999999996,,,,,0,0
family_education-02-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-02-implicit,family_education,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.15599999999998948,,,,,0,0
family_education-03-full:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-03-full,family_education,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13012499999998095,,,,,0,0
family_education-03-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-03-style_only,family_education,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12966599999997275,,,,,0,0
family_education-03-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-03-item_only,family_education,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12779200000001545,,,,,0,0
family_education-03-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-03-implicit,family_education,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12400000000001299,,,,,0,0
family_education-04-full:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-04-full,family_education,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12966600000002826,,,,,0,0
family_education-04-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-04-style_only,family_education,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1234579999999652,,,,,0,0
family_education-04-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-04-item_only,family_education,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13187500000000352,,,,,0,0
family_education-04-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-04-implicit,family_education,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12662499999999133,,,,,0,0
family_education-05-full:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-05-full,family_education,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12229200000002383,,,,,0,0
family_education-05-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-05-style_only,family_education,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12162500000001408,,,,,0,0
family_education-05-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-05-item_only,family_education,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12525000000002118,,,,,0,0
family_education-05-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-05-implicit,family_education,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13299999999999423,,,,,0,0
family_education-06-full:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-06-full,family_education,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12454100000003354,,,,,0,0
family_education-06-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-06-style_only,family_education,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13787500000000952,,,,,0,0
family_education-06-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-06-item_only,family_education,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12370800000000015,,,,,0,0
family_education-06-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,family_education-06-implicit,family_education,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12133300000000125,,,,,0,0
home_service-01-full:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-01-full,home_service,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1310830000000318,,,,,0,0
home_service-01-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-01-style_only,home_service,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13212499999998295,,,,,0,0
home_service-01-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-01-item_only,home_service,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1287079999999774,,,,,0,0
home_service-01-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-01-implicit,home_service,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12899999999999023,,,,,0,0
home_service-02-full:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-02-full,home_service,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13570899999998387,,,,,0,0
home_service-02-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-02-style_only,home_service,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1491249999999722,,,,,0,0
home_service-02-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-02-item_only,home_service,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13249999999997986,,,,,0,0
home_service-02-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-02-implicit,home_service,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13245800000000196,,,,,0,0
home_service-03-full:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-03-full,home_service,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1311669999999876,,,,,0,0
home_service-03-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-03-style_only,home_service,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.16225000000003043,,,,,0,0
home_service-03-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-03-item_only,home_service,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1631249999999862,,,,,0,0
home_service-03-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-03-implicit,home_service,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.15554099999998128,,,,,0,0
home_service-04-full:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-04-full,home_service,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13616699999996484,,,,,0,0
home_service-04-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-04-style_only,home_service,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1310409999999984,,,,,0,0
home_service-04-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-04-item_only,home_service,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1299580000000411,,,,,0,0
home_service-04-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-04-implicit,home_service,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13204199999999888,,,,,0,0
home_service-05-full:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-05-full,home_service,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13124999999997167,,,,,0,0
home_service-05-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-05-style_only,home_service,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.136000000000025,,,,,0,0
home_service-05-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-05-item_only,home_service,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13024999999999842,,,,,0,0
home_service-05-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-05-implicit,home_service,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1311250000000097,,,,,0,0
home_service-06-full:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-06-full,home_service,full,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1303329999999825,,,,,0,0
home_service-06-style_only:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-06-style_only,home_service,style_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13029200000003183,,,,,0,0
home_service-06-item_only:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-06-item_only,home_service,item_only,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13587500000000752,,,,,0,0
home_service-06-implicit:robustness:irrelevant_noise:layered_memory:0,robustness,home_service-06-implicit,home_service,implicit,irrelevant_noise,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1411250000000197,,,,,0,0
learning-01-full:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-01-full,learning,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12975000000003956,,,,,0,0
learning-01-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-01-style_only,learning,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13470900000001063,,,,,0,0
learning-01-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-01-item_only,learning,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12941700000002054,,,,,0,0
learning-01-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-01-implicit,learning,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13162499999996857,,,,,0,0
learning-02-full:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-02-full,learning,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1226659999999935,,,,,0,0
learning-02-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-02-style_only,learning,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.129209000000019,,,,,0,0
